,digits,filepath,index
85,0,http://matview.com/lab/screen-handwriting-digits/0/201612271425323888.png,86
86,0,http://matview.com/lab/screen-handwriting-digits/0/201612271425337932.png,87
87,0,http://matview.com/lab/screen-handwriting-digits/0/201612271428413221.png,88
88,0,http://matview.com/lab/screen-handwriting-digits/0/201612271428433637.png,89
89,0,http://matview.com/lab/screen-handwriting-digits/0/201612271428457850.png,90
90,0,http://matview.com/lab/screen-handwriting-digits/0/201612271429203029.png,91
91,0,http://matview.com/lab/screen-handwriting-digits/0/201612271429218676.png,92
92,0,http://matview.com/lab/screen-handwriting-digits/0/201612271429232403.png,93
93,0,http://matview.com/lab/screen-handwriting-digits/0/201612271429247014.png,94
94,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430169609.png,95
95,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430172072.png,96
96,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430184267.png,97
97,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430187169.png,98
98,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430202542.png,99
99,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430208883.png,100
100,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430213771.png,101
101,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430239291.png,102
102,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430247709.png,103
103,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430484500.png,104
104,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430498492.png,105
105,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430498820.png,106
106,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430521446.png,107
107,0,http://matview.com/lab/screen-handwriting-digits/0/201612271430523328.png,108
108,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432401209.png,109
109,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432413296.png,110
110,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432424588.png,111
111,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432427372.png,112
112,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432436960.png,113
113,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432453005.png,114
114,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432469416.png,115
115,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432484634.png,116
116,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432499990.png,117
117,0,http://matview.com/lab/screen-handwriting-digits/0/201612271432509389.png,118
118,0,http://matview.com/lab/screen-handwriting-digits/0/201612271434317322.png,119
119,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435043404.png,120
120,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435274789.png,121
121,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435281466.png,122
122,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435288159.png,123
123,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435304208.png,124
124,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435317563.png,125
125,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435321922.png,126
126,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435338452.png,127
127,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435341266.png,128
128,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435367258.png,129
129,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435369302.png,130
130,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435374520.png,131
131,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435386365.png,132
132,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435392004.png,133
133,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435411232.png,134
134,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435427499.png,135
135,0,http://matview.com/lab/screen-handwriting-digits/0/201612271435552175.png,136
136,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437006539.png,137
137,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437021446.png,138
138,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437046663.png,139
139,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437057005.png,140
140,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437065324.png,141
141,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437074244.png,142
142,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437557755.png,143
143,0,http://matview.com/lab/screen-handwriting-digits/0/201612271437598797.png,144
144,0,http://matview.com/lab/screen-handwriting-digits/0/201612271438005922.png,145
145,0,http://matview.com/lab/screen-handwriting-digits/0/201612271438011416.png,146
146,0,http://matview.com/lab/screen-handwriting-digits/0/201612271438016574.png,147
147,0,http://matview.com/lab/screen-handwriting-digits/0/201612271447292531.png,148
148,0,http://matview.com/lab/screen-handwriting-digits/0/201612271447302684.png,149
149,0,http://matview.com/lab/screen-handwriting-digits/0/201612271447328417.png,150
150,0,http://matview.com/lab/screen-handwriting-digits/0/201612271447355156.png,151
151,0,http://matview.com/lab/screen-handwriting-digits/0/201612271508415456.png,152
152,0,http://matview.com/lab/screen-handwriting-digits/0/201612271508428600.png,153
153,0,http://matview.com/lab/screen-handwriting-digits/0/201612271508436967.png,154
154,0,http://matview.com/lab/screen-handwriting-digits/0/201612271508449349.png,155
155,0,http://matview.com/lab/screen-handwriting-digits/0/201612271508468983.png,156
156,0,http://matview.com/lab/screen-handwriting-digits/0/201612271509357814.png,157
157,0,http://matview.com/lab/screen-handwriting-digits/0/201612271509375489.png,158
158,0,http://matview.com/lab/screen-handwriting-digits/0/201612271509386380.png,159
159,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512094365.png,160
160,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512108264.png,161
161,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512113962.png,162
162,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512126282.png,163
163,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512148653.png,164
164,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512595886.png,165
165,0,http://matview.com/lab/screen-handwriting-digits/0/201612271512599528.png,166
166,0,http://matview.com/lab/screen-handwriting-digits/0/201612271513019829.png,167
167,0,http://matview.com/lab/screen-handwriting-digits/0/201612271513042861.png,168
168,0,http://matview.com/lab/screen-handwriting-digits/0/201612271513052031.png,169
169,0,http://matview.com/lab/screen-handwriting-digits/0/201612271516207614.png,170
170,0,http://matview.com/lab/screen-handwriting-digits/0/201612271516228555.png,171
171,0,http://matview.com/lab/screen-handwriting-digits/0/201612271516248134.png,172
172,0,http://matview.com/lab/screen-handwriting-digits/0/201612271516283664.png,173
173,0,http://matview.com/lab/screen-handwriting-digits/0/201612271530333178.png,174
174,0,http://matview.com/lab/screen-handwriting-digits/0/201612271531093253.png,175
175,0,http://matview.com/lab/screen-handwriting-digits/0/201612271531104298.png,176
176,0,http://matview.com/lab/screen-handwriting-digits/0/201612271531117258.png,177
177,0,http://matview.com/lab/screen-handwriting-digits/0/201612271531128006.png,178
178,0,http://matview.com/lab/screen-handwriting-digits/0/201612271531144508.png,179
179,0,http://matview.com/lab/screen-handwriting-digits/0/201612271533369085.png,180
180,0,http://matview.com/lab/screen-handwriting-digits/0/201612271533373757.png,181
181,0,http://matview.com/lab/screen-handwriting-digits/0/201612271533395604.png,182
182,0,http://matview.com/lab/screen-handwriting-digits/0/201612271533409358.png,183
183,0,http://matview.com/lab/screen-handwriting-digits/0/201612271533409909.png,184
184,0,http://matview.com/lab/screen-handwriting-digits/0/201612271539332931.png,185
185,0,http://matview.com/lab/screen-handwriting-digits/0/201612271539363610.png,186
186,0,http://matview.com/lab/screen-handwriting-digits/0/201612271539386692.png,187
187,0,http://matview.com/lab/screen-handwriting-digits/0/201612271539388904.png,188
188,0,http://matview.com/lab/screen-handwriting-digits/0/201612271539524162.png,189
189,0,http://matview.com/lab/screen-handwriting-digits/0/201612271539549311.png,190
190,0,http://matview.com/lab/screen-handwriting-digits/0/201612271542594008.png,191
191,0,http://matview.com/lab/screen-handwriting-digits/0/201612271542599172.png,192
192,0,http://matview.com/lab/screen-handwriting-digits/0/201612271543035548.png,193
193,0,http://matview.com/lab/screen-handwriting-digits/0/201612271543043924.png,194
194,0,http://matview.com/lab/screen-handwriting-digits/0/201612271549227006.png,195
195,0,http://matview.com/lab/screen-handwriting-digits/0/201612271549256386.png,196
196,0,http://matview.com/lab/screen-handwriting-digits/0/201612271550157092.png,197
197,0,http://matview.com/lab/screen-handwriting-digits/0/201612271550471855.png,198
198,0,http://matview.com/lab/screen-handwriting-digits/0/201612271559265359.png,199
199,0,http://matview.com/lab/screen-handwriting-digits/0/201612271559274591.png,200
200,0,http://matview.com/lab/screen-handwriting-digits/0/201612271559295029.png,201
201,0,http://matview.com/lab/screen-handwriting-digits/0/201612271559339387.png,202
202,0,http://matview.com/lab/screen-handwriting-digits/0/201612271602354958.png,203
203,0,http://matview.com/lab/screen-handwriting-digits/0/201612271602405431.png,204
204,0,http://matview.com/lab/screen-handwriting-digits/0/201612271606282926.png,205
205,0,http://matview.com/lab/screen-handwriting-digits/0/201612271607242641.png,206
206,0,http://matview.com/lab/screen-handwriting-digits/0/201612271611015676.png,207
207,0,http://matview.com/lab/screen-handwriting-digits/0/201612271611113461.png,208
208,0,http://matview.com/lab/screen-handwriting-digits/0/201612271611429932.png,209
209,0,http://matview.com/lab/screen-handwriting-digits/0/201612271611434768.png,210
210,0,http://matview.com/lab/screen-handwriting-digits/0/201612271612221574.png,211
211,0,http://matview.com/lab/screen-handwriting-digits/0/201612271612254863.png,212
212,0,http://matview.com/lab/screen-handwriting-digits/0/201612271613091482.png,213
213,0,http://matview.com/lab/screen-handwriting-digits/0/201612271614094711.png,214
214,0,http://matview.com/lab/screen-handwriting-digits/0/201612271614112784.png,215
215,0,http://matview.com/lab/screen-handwriting-digits/0/201612271614574048.png,216
216,0,http://matview.com/lab/screen-handwriting-digits/0/201612271615091776.png,217
217,0,http://matview.com/lab/screen-handwriting-digits/0/201612271617593477.png,218
218,0,http://matview.com/lab/screen-handwriting-digits/0/201612271618009491.png,219
219,0,http://matview.com/lab/screen-handwriting-digits/0/201612271618013397.png,220
220,0,http://matview.com/lab/screen-handwriting-digits/0/201612271618023340.png,221
221,0,http://matview.com/lab/screen-handwriting-digits/0/201612271619315728.png,222
222,0,http://matview.com/lab/screen-handwriting-digits/0/201612271620409102.png,223
223,0,http://matview.com/lab/screen-handwriting-digits/0/201612271621067730.png,224
224,0,http://matview.com/lab/screen-handwriting-digits/0/201612271621077165.png,225
225,0,http://matview.com/lab/screen-handwriting-digits/0/201612271621111110.png,226
226,0,http://matview.com/lab/screen-handwriting-digits/0/201612271621118972.png,227
227,0,http://matview.com/lab/screen-handwriting-digits/0/201612271621119197.png,228
228,0,http://matview.com/lab/screen-handwriting-digits/0/201612271624183657.png,229
229,0,http://matview.com/lab/screen-handwriting-digits/0/201612271624195395.png,230
230,0,http://matview.com/lab/screen-handwriting-digits/0/201612271624208423.png,231
231,0,http://matview.com/lab/screen-handwriting-digits/0/201612271644197124.png,232
232,0,http://matview.com/lab/screen-handwriting-digits/0/201612271714306408.png,233
233,0,http://matview.com/lab/screen-handwriting-digits/0/201612271714417237.png,234
234,0,http://matview.com/lab/screen-handwriting-digits/0/201612271718115354.png,235
235,0,http://matview.com/lab/screen-handwriting-digits/0/201612271718144333.png,236
236,0,http://matview.com/lab/screen-handwriting-digits/0/201612271729135252.png,237
237,0,http://matview.com/lab/screen-handwriting-digits/0/201612271730321149.png,238
238,0,http://matview.com/lab/screen-handwriting-digits/0/201612271730333691.png,239
239,0,http://matview.com/lab/screen-handwriting-digits/0/201612271730346626.png,240
240,0,http://matview.com/lab/screen-handwriting-digits/0/201612271730358115.png,241
241,0,http://matview.com/lab/screen-handwriting-digits/0/201612271730373205.png,242
242,0,http://matview.com/lab/screen-handwriting-digits/0/201612271731178146.png,243
243,0,http://matview.com/lab/screen-handwriting-digits/0/201612271747547745.png,244
244,0,http://matview.com/lab/screen-handwriting-digits/0/201612271747567397.png,245
245,0,http://matview.com/lab/screen-handwriting-digits/0/201612271747574763.png,246
246,0,http://matview.com/lab/screen-handwriting-digits/0/201612271747589989.png,247
247,0,http://matview.com/lab/screen-handwriting-digits/0/201612271747591846.png,248
248,0,http://matview.com/lab/screen-handwriting-digits/0/201612280930323671.png,249
249,0,http://matview.com/lab/screen-handwriting-digits/0/201612280930345596.png,250
250,0,http://matview.com/lab/screen-handwriting-digits/0/201612280930359414.png,251
251,0,http://matview.com/lab/screen-handwriting-digits/0/201612280930361875.png,252
252,0,http://matview.com/lab/screen-handwriting-digits/0/201612280930383533.png,253
253,0,http://matview.com/lab/screen-handwriting-digits/0/201612280931259644.png,254
254,0,http://matview.com/lab/screen-handwriting-digits/0/201612280931269355.png,255
255,0,http://matview.com/lab/screen-handwriting-digits/0/201612280931279812.png,256
256,0,http://matview.com/lab/screen-handwriting-digits/0/201612280931282143.png,257
257,0,http://matview.com/lab/screen-handwriting-digits/0/201612280938183375.png,258
258,0,http://matview.com/lab/screen-handwriting-digits/0/201612280938191167.png,259
259,0,http://matview.com/lab/screen-handwriting-digits/0/201612280938205607.png,260
260,0,http://matview.com/lab/screen-handwriting-digits/0/201612280938218472.png,261
261,0,http://matview.com/lab/screen-handwriting-digits/0/201612280938232297.png,262
262,0,http://matview.com/lab/screen-handwriting-digits/0/201612281012297526.png,263
263,0,http://matview.com/lab/screen-handwriting-digits/0/201612281013254523.png,264
264,0,http://matview.com/lab/screen-handwriting-digits/0/201612281030285730.png,265
265,0,http://matview.com/lab/screen-handwriting-digits/0/201612281033297020.png,266
266,0,http://matview.com/lab/screen-handwriting-digits/0/201612281039327888.png,267
267,0,http://matview.com/lab/screen-handwriting-digits/0/201612281039592753.png,268
268,0,http://matview.com/lab/screen-handwriting-digits/0/201612281040562583.png,269
269,0,http://matview.com/lab/screen-handwriting-digits/0/201612281041111485.png,270
270,0,http://matview.com/lab/screen-handwriting-digits/0/201612281048007514.png,271
271,0,http://matview.com/lab/screen-handwriting-digits/0/201612281048278446.png,272
272,0,http://matview.com/lab/screen-handwriting-digits/0/201612281049212212.png,273
273,0,http://matview.com/lab/screen-handwriting-digits/0/201612281049362615.png,274
274,0,http://matview.com/lab/screen-handwriting-digits/0/201612281049508710.png,275
275,0,http://matview.com/lab/screen-handwriting-digits/0/201612281050064107.png,276
276,0,http://matview.com/lab/screen-handwriting-digits/0/201612281102074241.png,277
277,0,http://matview.com/lab/screen-handwriting-digits/0/201612281102291514.png,278
278,0,http://matview.com/lab/screen-handwriting-digits/0/201612281103046675.png,279
279,0,http://matview.com/lab/screen-handwriting-digits/0/201612281103109784.png,280
280,0,http://matview.com/lab/screen-handwriting-digits/0/201612281103232302.png,281
281,0,http://matview.com/lab/screen-handwriting-digits/0/201612281103256275.png,282
282,0,http://matview.com/lab/screen-handwriting-digits/0/201612281103459981.png,283
283,0,http://matview.com/lab/screen-handwriting-digits/0/201612281103471822.png,284
284,0,http://matview.com/lab/screen-handwriting-digits/0/201612281104022479.png,285
285,0,http://matview.com/lab/screen-handwriting-digits/0/201612281104054045.png,286
286,0,http://matview.com/lab/screen-handwriting-digits/0/201612281104205015.png,287
287,0,http://matview.com/lab/screen-handwriting-digits/0/201612281104265128.png,288
288,0,http://matview.com/lab/screen-handwriting-digits/0/201612281104472872.png,289
289,0,http://matview.com/lab/screen-handwriting-digits/0/201612281105023418.png,290
290,0,http://matview.com/lab/screen-handwriting-digits/0/201612281105193869.png,291
291,0,http://matview.com/lab/screen-handwriting-digits/0/201612281105413886.png,292
292,0,http://matview.com/lab/screen-handwriting-digits/0/201612281105564283.png,293
293,0,http://matview.com/lab/screen-handwriting-digits/0/201612281105588367.png,294
294,0,http://matview.com/lab/screen-handwriting-digits/0/201612281106134233.png,295
295,0,http://matview.com/lab/screen-handwriting-digits/0/201612281106216425.png,296
296,0,http://matview.com/lab/screen-handwriting-digits/0/201612281106286336.png,297
297,0,http://matview.com/lab/screen-handwriting-digits/0/201612281106463270.png,298
298,0,http://matview.com/lab/screen-handwriting-digits/0/201612281107026456.png,299
299,0,http://matview.com/lab/screen-handwriting-digits/0/201612281107303004.png,300
300,0,http://matview.com/lab/screen-handwriting-digits/0/201612281107516866.png,301
301,0,http://matview.com/lab/screen-handwriting-digits/0/201612281108143025.png,302
302,0,http://matview.com/lab/screen-handwriting-digits/0/201612281108264113.png,303
303,0,http://matview.com/lab/screen-handwriting-digits/0/201612281108353942.png,304
304,0,http://matview.com/lab/screen-handwriting-digits/0/201612281108481678.png,305
305,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109129399.png,306
306,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109208628.png,307
307,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109253336.png,308
308,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109289559.png,309
309,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109339918.png,310
310,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109364751.png,311
311,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109443883.png,312
312,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109503760.png,313
313,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109526256.png,314
314,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109561156.png,315
315,0,http://matview.com/lab/screen-handwriting-digits/0/201612281109589254.png,316
316,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110009439.png,317
317,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110017992.png,318
318,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110135103.png,319
319,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110138430.png,320
320,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110146581.png,321
321,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110253054.png,322
322,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110276437.png,323
323,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110294170.png,324
324,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110307265.png,325
325,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110327593.png,326
326,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110413546.png,327
327,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110417696.png,328
328,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110437712.png,329
329,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110467271.png,330
330,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110482022.png,331
331,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110511295.png,332
332,0,http://matview.com/lab/screen-handwriting-digits/0/201612281110566362.png,333
333,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111026357.png,334
334,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111053389.png,335
335,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111099287.png,336
336,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111104749.png,337
337,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111107759.png,338
338,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111116141.png,339
339,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111173015.png,340
340,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111223341.png,341
341,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111268506.png,342
342,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111323452.png,343
343,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111392887.png,344
344,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111398954.png,345
345,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111492708.png,346
346,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111565397.png,347
347,0,http://matview.com/lab/screen-handwriting-digits/0/201612281111577433.png,348
348,0,http://matview.com/lab/screen-handwriting-digits/0/201612281112043381.png,349
349,0,http://matview.com/lab/screen-handwriting-digits/0/201612281112466448.png,350
350,0,http://matview.com/lab/screen-handwriting-digits/0/201612281113216992.png,351
351,0,http://matview.com/lab/screen-handwriting-digits/0/201612281113525353.png,352
352,0,http://matview.com/lab/screen-handwriting-digits/0/201612281114093744.png,353
353,0,http://matview.com/lab/screen-handwriting-digits/0/201612281114258599.png,354
354,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116302909.png,355
355,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116339909.png,356
356,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116366511.png,357
357,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116398086.png,358
358,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116436085.png,359
359,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116441552.png,360
360,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116502594.png,361
361,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116514004.png,362
362,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116572979.png,363
363,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116582042.png,364
364,0,http://matview.com/lab/screen-handwriting-digits/0/201612281116594868.png,365
365,0,http://matview.com/lab/screen-handwriting-digits/0/201612281117067783.png,366
366,0,http://matview.com/lab/screen-handwriting-digits/0/201612281117111436.png,367
